,issue_no,created_at,closed_at,assignees_no,labels,closes_no,author_association,comments_no,title,url
726,441,2020-07-07 06:42:52+00:00,2020-07-07 09:42:09+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,3.0,Bump github.com/otiai10/copy from 1.0.2 to 1.2.0,https://api.github.com/repos/cosmos/gaia/issues/441
727,440,2020-07-07 06:42:31+00:00,2020-07-07 09:34:26+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,3.0,Bump github.com/cosmos/cosmos-sdk from 0.37.13 to 0.38.5,https://api.github.com/repos/cosmos/gaia/issues/440
728,439,2020-07-07 06:40:48+00:00,2020-07-07 09:33:10+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,4.0,Bump github.com/pkg/errors from 0.8.1 to 0.9.1,https://api.github.com/repos/cosmos/gaia/issues/439
729,438,2020-07-07 06:40:26+00:00,2020-07-07 09:34:07+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,3.0,Bump github.com/spf13/viper from 1.6.1 to 1.7.0,https://api.github.com/repos/cosmos/gaia/issues/438
730,437,2020-07-07 06:39:13+00:00,2020-07-07 09:32:19+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,4.0,Bump github.com/spf13/cobra from 0.0.5 to 0.0.7,https://api.github.com/repos/cosmos/gaia/issues/437
731,436,2020-07-07 06:38:51+00:00,2020-07-07 09:32:44+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,4.0,Bump github.com/stretchr/testify from 1.4.0 to 1.6.1,https://api.github.com/repos/cosmos/gaia/issues/436
732,435,2020-07-06 10:47:07+00:00,2020-07-07 09:31:04+00:00,1,['R4R'],0,MEMBER,1.0,migrating some things from master to main,https://api.github.com/repos/cosmos/gaia/issues/435
733,434,2020-07-03 06:34:30+00:00,2020-07-06 11:48:29+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,2.0,Bump github.com/tendermint/tendermint from 0.33.4 to 0.33.6,https://api.github.com/repos/cosmos/gaia/issues/434
734,433,2020-07-02 08:44:15+00:00,2020-09-23 11:30:28+00:00,0,[],0,MEMBER,1.0,DNM,https://api.github.com/repos/cosmos/gaia/issues/433
735,432,2020-07-01 07:51:10+00:00,2020-07-02 09:00:26+00:00,0,[],0,MEMBER,0.0,gaia revert to latest release,https://api.github.com/repos/cosmos/gaia/issues/432
736,431,2020-07-01 03:07:20+00:00,2020-07-01 07:34:36+00:00,0,[],0,NONE,3.0,Panic in RPC HTTP handler,https://api.github.com/repos/cosmos/gaia/issues/431
737,430,2020-06-30 07:46:08+00:00,2020-07-01 06:54:36+00:00,0,"['dependencies', 'javascript']",0,CONTRIBUTOR,1.0,Bump vuepress-theme-cosmos from 1.0.166 to 1.0.167 in /docs,https://api.github.com/repos/cosmos/gaia/issues/430
738,429,2020-06-29 11:12:05+00:00,2020-07-06 12:20:11+00:00,0,[],0,NONE,8.0,Adds ATOMScan blockchain explorer,https://api.github.com/repos/cosmos/gaia/issues/429
739,428,2020-06-25 06:39:48+00:00,2020-07-01 07:35:55+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,2.0,Bump github.com/tendermint/tm-db from 0.5.1 to 0.6.0,https://api.github.com/repos/cosmos/gaia/issues/428
740,427,2020-06-24 20:28:47+00:00,2020-07-01 06:53:27+00:00,0,"['docs', 'automerge']",0,MEMBER,3.0,Docs config,https://api.github.com/repos/cosmos/gaia/issues/427
741,426,2020-06-23 01:44:41+00:00,2021-04-01 14:52:46+00:00,0,[],0,NONE,6.0,Stop syncing blocks occasionally,https://api.github.com/repos/cosmos/gaia/issues/426
742,425,2020-06-22 07:54:37+00:00,2020-07-06 11:32:21+00:00,1,[],0,MEMBER,9.0,Gaia master should not be updated to Cosmos-SDK master,https://api.github.com/repos/cosmos/gaia/issues/425
743,424,2020-06-21 07:21:16+00:00,2020-07-29 05:46:27+00:00,0,[],0,NONE,8.0,Cosmos app v2.16.1 not working with command line ,https://api.github.com/repos/cosmos/gaia/issues/424
744,423,2020-06-15 15:57:54+00:00,2020-06-16 07:10:05+00:00,1,"['R4R', 'automerge']",0,NONE,1.0,fix missing port in seed address at README.md,https://api.github.com/repos/cosmos/gaia/issues/423
745,422,2020-06-14 18:24:23+00:00,2020-06-15 08:38:05+00:00,0,[],0,MEMBER,0.0,update changelog for gaia 2.0.11,https://api.github.com/repos/cosmos/gaia/issues/422
746,421,2020-06-12 10:41:10+00:00,2020-06-12 11:25:52+00:00,1,['automerge'],0,MEMBER,0.0,docker: bump python to 3,https://api.github.com/repos/cosmos/gaia/issues/421
747,420,2020-06-12 10:11:12+00:00,2020-06-12 18:01:17+00:00,1,[],0,MEMBER,1.0,bump cosmos-sdk version to 0.37.13,https://api.github.com/repos/cosmos/gaia/issues/420
748,419,2020-06-12 07:21:37+00:00,2020-07-01 07:35:27+00:00,0,[],0,MEMBER,7.0,Bump SDK Commit,https://api.github.com/repos/cosmos/gaia/issues/419
749,418,2020-06-08 06:51:53+00:00,2020-06-08 10:50:49+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,0.0,Bump github.com/stretchr/testify from 1.6.0 to 1.6.1,https://api.github.com/repos/cosmos/gaia/issues/418
750,417,2020-06-07 02:12:17+00:00,2020-06-07 09:57:27+00:00,0,"['R4R', 'automerge']",0,NONE,0.0,Fix typos in README.md,https://api.github.com/repos/cosmos/gaia/issues/417
751,416,2020-06-05 17:07:44+00:00,2020-06-11 21:36:17+00:00,0,"['dependencies', 'javascript', 'automerge', 'security']",0,CONTRIBUTOR,0.0,[Security] Bump websocket-extensions from 0.1.3 to 0.1.4 in /docs,https://api.github.com/repos/cosmos/gaia/issues/416
752,415,2020-05-31 07:03:38+00:00,2020-05-31 13:06:37+00:00,0,[],0,NONE,4.0,Synchronization issue,https://api.github.com/repos/cosmos/gaia/issues/415
753,414,2020-05-29 07:58:19+00:00,2020-05-29 15:42:13+00:00,0,"['dependencies', 'javascript', 'automerge']",0,CONTRIBUTOR,0.0,Bump vuepress-theme-cosmos from 1.0.165 to 1.0.166 in /docs,https://api.github.com/repos/cosmos/gaia/issues/414
754,413,2020-05-29 06:36:16+00:00,2020-05-31 13:18:30+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,4.0,Bump github.com/tendermint/tendermint from 0.33.4 to 0.33.5,https://api.github.com/repos/cosmos/gaia/issues/413
755,412,2020-05-29 06:35:48+00:00,2020-05-29 15:41:59+00:00,0,"['dependencies', 'go', 'automerge']",0,CONTRIBUTOR,1.0,Bump github.com/stretchr/testify from 1.5.1 to 1.6.0,https://api.github.com/repos/cosmos/gaia/issues/412
756,411,2020-05-28 17:45:53+00:00,2020-05-28 18:52:20+00:00,0,['WIP'],0,MEMBER,0.0,update aganst latest sdk,https://api.github.com/repos/cosmos/gaia/issues/411
757,410,2020-05-28 11:48:55+00:00,2020-05-28 14:07:25+00:00,1,"['R4R', 'automerge']",0,MEMBER,1.0,minor code cleanup,https://api.github.com/repos/cosmos/gaia/issues/410
758,409,2020-05-28 08:16:01+00:00,2020-05-28 14:08:49+00:00,0,"['dependencies', 'javascript', 'automerge']",0,CONTRIBUTOR,0.0,Bump vuepress-theme-cosmos from 1.0.164 to 1.0.165 in /docs,https://api.github.com/repos/cosmos/gaia/issues/409
759,408,2020-05-26 09:24:14+00:00,2020-05-26 13:47:14+00:00,1,['automerge'],0,MEMBER,0.0,docker: add user ,https://api.github.com/repos/cosmos/gaia/issues/408
760,407,2020-05-25 16:40:08+00:00,2020-05-26 17:20:28+00:00,0,['R4R'],0,MEMBER,0.0,add git pre-commit hook,https://api.github.com/repos/cosmos/gaia/issues/407
761,406,2020-05-25 06:56:30+00:00,2020-05-25 14:38:17+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,1.0,Bump github.com/otiai10/copy from 1.1.1 to 1.2.0,https://api.github.com/repos/cosmos/gaia/issues/406
762,405,2020-05-22 22:28:46+00:00,2020-06-19 10:25:53+00:00,1,[],0,MEMBER,5.0,[DNM] Update SDK version to goz-phase-2,https://api.github.com/repos/cosmos/gaia/issues/405
763,404,2020-05-15 19:00:58+00:00,2021-02-18 19:15:55+00:00,0,"['build', 'proposal']",0,MEMBER,10.0,ci: tracking issue,https://api.github.com/repos/cosmos/gaia/issues/404
764,403,2020-05-12 14:29:14+00:00,2020-07-06 11:49:08+00:00,0,"['blocked', 'WIP']",0,MEMBER,1.0,Manual IAVL Flush,https://api.github.com/repos/cosmos/gaia/issues/403
765,402,2020-05-12 08:08:28+00:00,2020-05-21 01:33:44+00:00,0,"['dependencies', 'javascript', 'automerge']",0,CONTRIBUTOR,0.0,Bump vuepress-theme-cosmos from 1.0.163 to 1.0.164 in /docs,https://api.github.com/repos/cosmos/gaia/issues/402
766,401,2020-05-12 08:07:49+00:00,2020-05-12 13:18:23+00:00,0,"['dependencies', 'javascript', 'automerge']",0,CONTRIBUTOR,0.0,Bump @vuepress/plugin-google-analytics from 1.3.1 to 1.5.0 in /docs,https://api.github.com/repos/cosmos/gaia/issues/401
767,400,2020-05-11 23:22:57+00:00,2020-05-11 23:30:20+00:00,0,[],0,MEMBER,1.0,Update sdk to latest fixes for goz,https://api.github.com/repos/cosmos/gaia/issues/400
768,399,2020-05-11 14:07:32+00:00,2020-05-11 14:43:27+00:00,0,"['T:bug', 'R4R', 'IBC']",0,MEMBER,1.0,Use uncached context in Gaia InitializeAndSeal() call,https://api.github.com/repos/cosmos/gaia/issues/399
769,398,2020-05-11 07:04:40+00:00,2020-05-21 03:23:51+00:00,0,"['dependencies', 'go', 'automerge']",0,CONTRIBUTOR,1.0,Bump github.com/spf13/viper from 1.6.3 to 1.7.0,https://api.github.com/repos/cosmos/gaia/issues/398
770,397,2020-05-11 04:34:51+00:00,2020-05-28 14:06:26+00:00,1,"['R4R', 'automerge']",0,CONTRIBUTOR,0.0,Update README.md to reflect latest release and let users know where to find releases,https://api.github.com/repos/cosmos/gaia/issues/397
771,396,2020-05-10 19:39:59+00:00,2020-05-21 01:35:50+00:00,0,"['R4R', 'automerge']",0,MEMBER,0.0,add Jonathan to CODEOWNERS,https://api.github.com/repos/cosmos/gaia/issues/396
772,395,2020-05-10 15:53:57+00:00,2020-05-10 19:38:07+00:00,0,[],0,CONTRIBUTOR,0.0,Update README.md - spelling fix,https://api.github.com/repos/cosmos/gaia/issues/395
773,394,2020-05-07 16:47:15+00:00,2020-05-07 17:16:12+00:00,0,['R4R'],0,MEMBER,0.0,Add validate-signatures cmd,https://api.github.com/repos/cosmos/gaia/issues/394
774,393,2020-05-07 08:14:48+00:00,2020-05-07 17:23:21+00:00,0,"['R4R', 'docs', 'automerge']",0,CONTRIBUTOR,0.0,Update join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/393
775,392,2020-05-07 08:12:39+00:00,2020-05-07 13:54:11+00:00,1,"['R4R', 'automerge']",0,MEMBER,0.0,bump change log,https://api.github.com/repos/cosmos/gaia/issues/392
776,391,2020-05-06 15:56:15+00:00,2020-05-07 17:23:28+00:00,3,['R4R'],0,MEMBER,2.0,bump sdk commit,https://api.github.com/repos/cosmos/gaia/issues/391
777,390,2020-05-06 12:27:34+00:00,2020-05-06 16:57:20+00:00,0,['R4R'],0,MEMBER,2.0,bump sdk version,https://api.github.com/repos/cosmos/gaia/issues/390
778,389,2020-05-06 11:27:57+00:00,2021-01-10 02:39:49+00:00,0,[],0,NONE,7.0,Fix v2 module path to comply with Go module versioning rules,https://api.github.com/repos/cosmos/gaia/issues/389
779,388,2020-05-06 10:17:34+00:00,2020-05-06 11:50:59+00:00,0,[],0,MEMBER,0.0,ci: release sims & process update,https://api.github.com/repos/cosmos/gaia/issues/388
780,387,2020-05-02 23:21:42+00:00,2020-05-02 23:22:06+00:00,0,[],0,MEMBER,0.0,Update to goz branch,https://api.github.com/repos/cosmos/gaia/issues/387
781,386,2020-05-02 23:11:54+00:00,2020-05-08 04:49:30+00:00,0,[],0,MEMBER,2.0,GameOfZones Phase 1: Fix for capability initialization on app restart,https://api.github.com/repos/cosmos/gaia/issues/386
782,385,2020-05-02 22:58:11+00:00,2020-05-02 23:11:57+00:00,0,[],0,MEMBER,0.0,QuickFix for capability initialization on app restart,https://api.github.com/repos/cosmos/gaia/issues/385
783,384,2020-05-01 19:17:59+00:00,2020-05-11 19:11:08+00:00,0,['R4R'],0,MEMBER,1.0,Makefile: pass build directory to go build -o flag,https://api.github.com/repos/cosmos/gaia/issues/384
784,383,2020-05-01 03:19:34+00:00,2020-05-10 15:05:21+00:00,0,"['R4R', 'docs', 'automerge']",0,CONTRIBUTOR,4.0,Readme.md improvements ,https://api.github.com/repos/cosmos/gaia/issues/383
785,382,2020-04-30 14:49:51+00:00,2020-04-30 15:11:05+00:00,0,['R4R'],0,MEMBER,0.0,install mergify,https://api.github.com/repos/cosmos/gaia/issues/382
786,381,2020-04-30 12:48:35+00:00,2020-04-30 17:22:15+00:00,0,"['R4R', 'dependencies']",0,MEMBER,1.0,bump SDK commit,https://api.github.com/repos/cosmos/gaia/issues/381
787,380,2020-04-30 11:00:34+00:00,2020-04-30 13:24:42+00:00,0,[],0,NONE,1.0,gaiacli status: panic: runtime error: invalid memory address or nil pointer dereference,https://api.github.com/repos/cosmos/gaia/issues/380
788,379,2020-04-30 09:51:47+00:00,2020-04-30 10:12:21+00:00,0,[],0,MEMBER,0.0,ci: run only when applicable ,https://api.github.com/repos/cosmos/gaia/issues/379
789,378,2020-04-30 05:14:11+00:00,2020-05-10 15:05:21+00:00,0,['docs'],0,CONTRIBUTOR,4.0,Easier Mainnet Nodes,https://api.github.com/repos/cosmos/gaia/issues/378
790,377,2020-04-29 03:15:46+00:00,2020-04-29 13:43:35+00:00,0,[],0,NONE,1.0,Transfer through Rest Server,https://api.github.com/repos/cosmos/gaia/issues/377
791,376,2020-04-28 03:01:33+00:00,2020-04-28 03:19:48+00:00,0,[],0,NONE,1.0,evidenceParams.MaxAgeNumBlocks must be greater than 0. Got 0,https://api.github.com/repos/cosmos/gaia/issues/376
792,375,2020-04-23 19:46:07+00:00,2020-04-23 19:59:03+00:00,0,['R4R'],0,MEMBER,1.0,refresh againt cosmos-sdk master,https://api.github.com/repos/cosmos/gaia/issues/375
793,374,2020-04-22 22:37:22+00:00,2020-04-23 15:31:09+00:00,0,[],0,MEMBER,1.0,Release v2.0.9,https://api.github.com/repos/cosmos/gaia/issues/374
794,373,2020-04-22 12:55:35+00:00,2020-04-22 13:49:32+00:00,0,[],0,NONE,1.0,rpc block_by_hash is not working,https://api.github.com/repos/cosmos/gaia/issues/373
795,372,2020-04-22 09:27:41+00:00,2020-04-22 09:41:02+00:00,0,['WIP'],0,MEMBER,1.0,WIP: Release v2.0.9,https://api.github.com/repos/cosmos/gaia/issues/372
796,371,2020-04-22 08:42:47+00:00,2020-05-21 09:39:19+00:00,0,"['docs', 'automerge']",0,MEMBER,2.0,Updated docs website,https://api.github.com/repos/cosmos/gaia/issues/371
797,370,2020-04-22 08:30:58+00:00,2020-04-22 13:47:26+00:00,0,"['dependencies', 'javascript']",0,CONTRIBUTOR,1.0,Bump vuepress-theme-cosmos from 1.0.161 to 1.0.163 in /docs,https://api.github.com/repos/cosmos/gaia/issues/370
798,369,2020-04-22 06:44:51+00:00,2020-04-22 13:43:03+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,1.0,Bump github.com/tendermint/tendermint from 0.33.3 to 0.33.4,https://api.github.com/repos/cosmos/gaia/issues/369
799,368,2020-04-21 17:34:50+00:00,2020-07-14 09:33:15+00:00,1,"['docs', 'stale']",0,CONTRIBUTOR,10.0,Translate some parts to ES_es,https://api.github.com/repos/cosmos/gaia/issues/368
800,367,2020-04-21 15:18:36+00:00,2020-05-07 17:23:21+00:00,0,['docs'],0,CONTRIBUTOR,2.0,Change the max validators on docs,https://api.github.com/repos/cosmos/gaia/issues/367
801,366,2020-04-21 14:22:27+00:00,2020-05-10 15:05:21+00:00,0,['docs'],0,CONTRIBUTOR,2.0,Add more info,https://api.github.com/repos/cosmos/gaia/issues/366
802,365,2020-04-21 08:26:55+00:00,2021-02-13 19:02:13+00:00,0,['docs'],0,CONTRIBUTOR,4.0,Missed version ,https://api.github.com/repos/cosmos/gaia/issues/365
803,364,2020-04-21 07:38:10+00:00,2021-01-09 21:34:20+00:00,0,['docs'],0,CONTRIBUTOR,3.0,Unknown image,https://api.github.com/repos/cosmos/gaia/issues/364
804,363,2020-04-20 15:18:02+00:00,2020-04-20 19:37:06+00:00,0,['R4R'],0,MEMBER,1.0,Makefile: strip debug symbols by default,https://api.github.com/repos/cosmos/gaia/issues/363
805,362,2020-04-18 20:56:47+00:00,2020-04-18 21:45:18+00:00,0,['R4R'],0,MEMBER,1.0,Install linter and code coverage as github actions,https://api.github.com/repos/cosmos/gaia/issues/362
806,361,2020-04-18 17:04:36+00:00,2020-04-23 18:17:30+00:00,0,[],0,MEMBER,0.0,Apply last SDK version,https://api.github.com/repos/cosmos/gaia/issues/361
807,360,2020-04-18 10:37:51+00:00,2020-05-28 11:49:35+00:00,0,[],0,MEMBER,5.0,Minor code cleanup,https://api.github.com/repos/cosmos/gaia/issues/360
808,359,2020-04-17 09:06:37+00:00,2020-04-17 13:53:17+00:00,0,[],0,NONE,1.0,Transactions missing pub_key field,https://api.github.com/repos/cosmos/gaia/issues/359
809,358,2020-04-17 06:51:19+00:00,2020-05-12 08:07:53+00:00,0,"['dependencies', 'javascript']",0,CONTRIBUTOR,2.0,Bump @vuepress/plugin-google-analytics from 1.3.1 to 1.4.1 in /docs,https://api.github.com/repos/cosmos/gaia/issues/358
810,357,2020-04-15 16:36:23+00:00,2020-04-15 17:09:17+00:00,0,['R4R'],0,MEMBER,1.0,ci: fix circleci docker jobs,https://api.github.com/repos/cosmos/gaia/issues/357
811,356,2020-04-14 09:01:36+00:00,2021-11-26 12:57:29+00:00,0,['docs'],0,NONE,5.0,Gas fee issue during unbond,https://api.github.com/repos/cosmos/gaia/issues/356
812,355,2020-04-11 19:49:15+00:00,2020-05-28 13:13:46+00:00,1,['R4R'],0,MEMBER,13.0,ci: new step to check build sanity vs cosmos-sdk master,https://api.github.com/repos/cosmos/gaia/issues/355
813,354,2020-04-10 06:49:37+00:00,2020-04-10 14:24:54+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump github.com/spf13/viper from 1.6.2 to 1.6.3,https://api.github.com/repos/cosmos/gaia/issues/354
814,353,2020-04-10 06:49:09+00:00,2020-04-10 14:25:27+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump github.com/tendermint/tendermint from 0.33.2 to 0.33.3,https://api.github.com/repos/cosmos/gaia/issues/353
815,352,2020-04-09 20:42:30+00:00,2020-04-23 15:06:05+00:00,1,['build'],0,MEMBER,8.0,FTBFS: update against cosmos-sdk v0.34.4-0.20200409184808-709d96a6f4c4,https://api.github.com/repos/cosmos/gaia/issues/352
816,351,2020-04-09 14:34:28+00:00,2020-04-09 18:49:25+00:00,0,['R4R'],0,MEMBER,1.0,v2.0.8 Changelog,https://api.github.com/repos/cosmos/gaia/issues/351
817,350,2020-04-09 13:52:38+00:00,2020-04-09 14:31:26+00:00,0,['R4R'],0,MEMBER,1.0,v2.0.8 RC1,https://api.github.com/repos/cosmos/gaia/issues/350
818,349,2020-04-08 13:43:08+00:00,2020-04-09 19:06:32+00:00,0,['R4R'],0,MEMBER,3.0,Refresh against cosmos-sdk's latest master,https://api.github.com/repos/cosmos/gaia/issues/349
819,348,2020-04-08 03:13:23+00:00,2020-04-09 01:40:01+00:00,0,[],0,MEMBER,1.0,DNM: Example for ibc-alpha,https://api.github.com/repos/cosmos/gaia/issues/348
820,347,2020-04-06 18:54:46+00:00,2020-04-06 23:27:33+00:00,0,"['R4R', 'CLI']",0,MEMBER,1.0,add validate cmd to tx and query subcmds,https://api.github.com/repos/cosmos/gaia/issues/347
821,346,2020-04-03 14:04:51+00:00,2020-04-03 15:32:18+00:00,0,['R4R'],0,MEMBER,2.0,Bump SDK Master Rev,https://api.github.com/repos/cosmos/gaia/issues/346
822,345,2020-04-01 17:04:29+00:00,2020-04-01 21:26:14+00:00,0,[],0,MEMBER,2.0,Thread safe config for ibc account addresses,https://api.github.com/repos/cosmos/gaia/issues/345
823,344,2020-04-01 15:46:43+00:00,2020-04-02 22:03:36+00:00,0,[],0,MEMBER,1.0,Query updates for IBC queriers,https://api.github.com/repos/cosmos/gaia/issues/344
824,343,2020-04-01 08:11:06+00:00,2020-05-05 11:13:02+00:00,0,['stale'],0,MEMBER,1.0,"feat: allow single-node.sh to ignore a first arg of ""single-node""",https://api.github.com/repos/cosmos/gaia/issues/343
825,342,2020-04-01 06:45:16+00:00,2020-04-01 14:14:26+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump github.com/tendermint/tm-db from 0.5.0 to 0.5.1,https://api.github.com/repos/cosmos/gaia/issues/342
826,341,2020-03-31 09:18:35+00:00,2020-03-31 14:08:24+00:00,0,[],0,MEMBER,5.0,"Unknown db_backend leveldb, expected either fsdb or goleveldb or memdb",https://api.github.com/repos/cosmos/gaia/issues/341
827,340,2020-03-31 06:41:23+00:00,2020-04-01 06:45:09+00:00,0,[],0,CONTRIBUTOR,0.0,Dependabot can't parse your go.mod,https://api.github.com/repos/cosmos/gaia/issues/340
828,339,2020-03-30 15:37:06+00:00,2020-05-03 17:34:17+00:00,0,['stale'],0,NONE,2.0,Bug fix - remove duplicate bank balances entries when adding genesis …,https://api.github.com/repos/cosmos/gaia/issues/339
829,338,2020-03-30 14:22:17+00:00,2020-04-07 20:00:32+00:00,0,[],0,MEMBER,1.0,Test against cosmos/cosmos-sdk@5889,https://api.github.com/repos/cosmos/gaia/issues/338
830,337,2020-03-30 07:00:01+00:00,2020-03-30 13:50:21+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump github.com/spf13/cobra from 0.0.6 to 0.0.7,https://api.github.com/repos/cosmos/gaia/issues/337
831,336,2020-03-25 16:18:41+00:00,2020-03-28 00:24:12+00:00,0,[],0,MEMBER,2.0,Add testing dockerfile to ibc-alpha,https://api.github.com/repos/cosmos/gaia/issues/336
832,335,2020-03-24 18:24:09+00:00,2020-04-03 12:57:09+00:00,0,[],0,NONE,3.0,Internal server error on some gaia API calls,https://api.github.com/repos/cosmos/gaia/issues/335
833,334,2020-03-24 16:08:05+00:00,2020-03-24 16:41:28+00:00,1,['R4R'],0,MEMBER,3.0,Bump SDK version,https://api.github.com/repos/cosmos/gaia/issues/334
834,333,2020-03-24 09:20:41+00:00,2020-03-24 10:22:36+00:00,1,['docs'],0,MEMBER,1.0,docs: link checker,https://api.github.com/repos/cosmos/gaia/issues/333
835,332,2020-03-24 08:40:50+00:00,2020-03-24 14:29:07+00:00,0,[],0,NONE,1.0,Add keplr wallet to docs,https://api.github.com/repos/cosmos/gaia/issues/332
836,331,2020-03-24 05:14:55+00:00,2020-03-24 14:28:29+00:00,0,[],0,NONE,1.0,cosmos-sdk/MsgMultiSend,https://api.github.com/repos/cosmos/gaia/issues/331
837,330,2020-03-22 16:55:54+00:00,2020-03-22 19:04:50+00:00,0,[],0,MEMBER,2.0,Add example account-prefix config,https://api.github.com/repos/cosmos/gaia/issues/330
838,329,2020-03-20 12:13:07+00:00,2021-12-03 16:40:49+00:00,0,['more-info-needed'],0,NONE,4.0,How to run gaia node with socket,https://api.github.com/repos/cosmos/gaia/issues/329
839,328,2020-03-19 23:28:51+00:00,2020-03-19 23:57:33+00:00,0,[],0,MEMBER,1.0,Gaiad adds genesis balances two times,https://api.github.com/repos/cosmos/gaia/issues/328
840,327,2020-03-19 13:22:51+00:00,2020-07-07 17:48:38+00:00,1,['pinned'],0,NONE,3.0,Add support for state snapshots,https://api.github.com/repos/cosmos/gaia/issues/327
841,326,2020-03-18 17:47:41+00:00,2020-04-09 20:33:12+00:00,0,['R4R'],0,MEMBER,2.0,try changes with offline flag,https://api.github.com/repos/cosmos/gaia/issues/326
